id,title,date,content
546,Vábení,neděle 8. ledna 2017,"Za doprovodu mihotavých hvězd
oděných v blýskavém staniolu
slyšíme z otevřených oken měst

svůdkyni noc zpívat barkarolu"
547,Měsíční moře,čtvrtek 2. února 2017,"Stojím na Zemi a na dohled
visí bledý Měsíc nad stromy
je moří plný na krajích i uprostřed
tajemná, slaná, hořká i sladká – jako my

Moře zpěněné
jak moje krev, když miluji Tě
Moře jasu
když nadšená jsem jako dítě
Moře touhy
když jsi v dálce a já sním
Moře oblaků
v kterých mám hlavu, když Tě zřím
Moře vln
to když se s námi houpá svět
Moře okraje
slyším ho zpívat hlasem kastanět
Moře klidu
když spočineme v objetí
Moře poznání
když duše spolu odletí
Oceánem bouří
proplujem v noci a on se potom změní
v Jezero snění
za ranního kuropění

Mám plán – své úzkosti a stovky marných bojů
dnes na Měsíci utopit v Moři nepokojů"
548,Odpusť,pátek 10. února 2017,"Odpusť mi moje pochyby
když právě nejdu s Tebou ruku v ruce
a moji zbrklost, když mě políbíš
odpusť mi moje neklidné srdce…"
549,Po čem ženy touží,úterý 14. února 2017,"Obtiskni mi své rty na rameno
na víčka, na tváře, na řasy
šeptej, že jsem Tvůj osud
opakuj tiše moje jméno
udělej, co žádný muž dosud
miláčku, umyj mi vlasy…"
550,Území,pátek 10. února 2017,"Přemýšlím, kolik pus Ti dlužím
Nikdy je nestačím vrátit, zdá se mi
Konečky prstů na Tvé kůži
značkuji svoje území…."
551,Zajatec,neděle 5. února 2017,"Rýmy ušité horkou jehlou noci
k myšlenkám šťastným nechť Tě svádějí
Okouzlí Tě a zajme do své moci
můj příliv zveršovaných nadějí…"
552,Koníčku můj,pondělí 3. dubna 2017,"Byl jsi můj splněný dětský sen
ze světa příběhů a krásných pověstí
kouzelným učinil jsi každý den
častokrát sáhla jsem si na štěstí

Na světlo uměl jsi vynést duši z temných slují
všechny ty cesty, kterými běželi jsme spolu
jak byly v zimě, v létě, navždy si pamatuji
obrazy mraků, stromů, motýlů a stvolů…

Byls moje tajné ""kašlu na pravidla""
a průvodce mým údělem
každičký den dával jsi mi křídla
taky sílu být pro někoho andělem

Teď lítáš na mých křídlech v oblacích
už jenom ve snu uslyším Tě ržát
naposledy jsi do mých dlaní dých
na cestu největší pak musel jsi se dát…

Můj koníčku starodávný ohnivý
kdepak Ti dneska sněží do hřívy?"
553,Miluji Tě,středa 26. dubna 2017,"Potichu vystupují z šera
Všechna ta slova z mého nitra
Miluji Tě více než včera
Miluji Tě méně než zítra"
554,Pojď,středa 26. dubna 2017,"Pojď, odvážeme loďku od mola.
Když Hedvábná stezka není pro nás,
poplujem. Čeká nás nová kapitola.
Možná jsem neřekla, že nemám kompas.

Proč skládat si hned rekviem?
Možná že život jako svět si podrobíme celý.
Snad nakonec se nějak probijem…
lodí s osmi plachtami a padesáti děly…"
555,Psáno na parapetu,pondělí 10. dubna 2017,"Na parapet déšť maluje vzpomínky
Slunce a cesty a na nich kamínky
Co ukazují směr, kde přespávají víly
Tam všude, můj milý, spolu jsme byli"
556,007,pátek 19. května 2017,"Splynout dnes večer s tmou
Do snů zas bludičky mne zvou
Zaposlouchat se do ticha
Prosím jen protřepat. Nemíchat."
557,Dívám se,středa 10. května 2017,"Dívám se z vany do oken
plných modrobílých vzorů
venku je trochu chladný den
však jaro proudí do všech pórů
a vlaštovky krouží pod nebem…"
558,Moje trička,pátek 19. května 2017,"První je bílé jak sněhové vločky
z dalšího mňoukají dvě kočky
jiné je sladce jahodové
poslední – prostě jenom do vé"
559,Návraty...,pondělí 29. května 2017,"Dnes jako kdysi tajil se mi dech
když přede mnou byl svět divukrásný
Na místech, kde létají na křídlech
duhoví motýli, vlaštovky a sny…."
560,Od úplňku k novu,pondělí 15. května 2017,"Dny ubíhají potichu
měsíc couvá smekaje
tma chutná sladce po hříchu
a nikdo z nás se nekaje…."
561,Prosívám,čtvrtek 18. května 2017,"Prosívám dny, ať neběží jak závodní chrti
Tak často prosívám svoje dny mezi prsty
Čas ocasem vrtí jako chrt hladkosrstý
Můj čas – ten prostor mezi láskou a smrtí"
562,Ráno,středa 24. května 2017,"S ránem se město nadechuje
lidi proudí jeho tepnami
letadlo oblohou pluje
vysoko, vysoko nad námi

Nad sousedovým domem krouží čáp
vrzají parkety v mém bytě na míru
kohoutek kape kap kap kap…
Naslouchám zvukům vesmíru"
563,Staré časy,pondělí 22. května 2017,"Věřím, že s námi jde dál i to, co zdá se, že se ztrácí
některá vzpomínka trvá a z duše stále tryská
vyneste nápis ke hvězdám, nebeští ptáci
že se mi po těch starých časech stýská…"
564,Kdo ví...,úterý 27. června 2017,"Kdo ví, kolik žalu ještě okusím…
Jestli musíš, pak si tedy pluj
Kdybys mě zase rozbil na kusy
tak už mě, prosím, neslepuj…"
565,Plátno,středa 14. června 2017,"Noc je malíř. Pocákal štětcem nebe
Tu a tam šmouha v podobě mraků
Nic naplat, je to trochu rebel
Nad hlavou přelétne pár nočních ptáků
Do souhvězdí náramné výjevy noc vnese
To nejkrásnější plátno nad ránem rozplyne se…"
566,Slunovrat,pondělí 26. června 2017,"Za záclonou se mihlo cosi
Dnům jako každý rok dal mat
Zas delší noci se prý nosí
To přišel letní slunovrat"
567,U konce s dechem,neděle 18. června 2017,"Jenom tři tečky… polknutí
němé otázky, jež nikdo nezodpoví
Ach, tolik slov s hořkou příchutí,
která už nikdy nevyslovím.

S dneškem se moje rány zajizvily
jsem písní na rtech věčných tuláků
a cítím, že nemám už dost síly
na střemhlavý let… a konání zázraků…"
568,Ty,čtvrtek 13. července 2017,"Jsi strážcem majáku, poslední akční hrdina
Musí být osud, že můj život ten Tvůj protíná
Jsem tajemný hrad, Ty můj kastelán
Mapuješ mě jak dávní mořeplavci oceán"
569,Šípková Růženka,pátek 11. srpna 2017,"Pod kůží mám zabodané trny
Kde bloudí rytíř, co mě vzbudí?
Nejsem princezna bez poskvrny
Zkus přitisknout ucho k mojí hrudi
Možná, že není Ti to vhod
Srdce mi pro Tebe tluče o závod"
570,Cyg X-1,pátek 15. září 2017,"Jsi tajemná hvězda zrozená
V souhvězdí Labutě
Ve středu galaxie schoulená
Pod vesmírné perutě

Jsem vtažená do Tvých sítí
Nic už mne více nevyprostí
Blížím se k Tobě – padám, hořím, cítím
Dotkla jsem se horizontu událostí"
571,Jejich sny,pátek 15. září 2017,"Vítr a slunce a dešťové kapky
O čem si asi tiše sní?
Vítr nám z vlasů chce svléknout čapky
Slunce a déšť, o tom, že den projasní"
572,Kdysi,středa 20. září 2017,"Kdysi pod hvězdnou oblohou
šplouchání vln a celý náš svět
Chladivé oblázky u nohou
my dva a něha našich vět

Horké dlaně se k sobě vinou
Chvíle, jež světlo hvězd nezachytí
Tajemství ztracené pod hladinou
chycené s ránem do rybářských sítí"
573,Smíření,pátek 15. září 2017,"Moje hradby dávno byly strženy
když nejsi se mnou, den i noc mne zebe
Víš dobře – beze mne jsi ztracený
stejně tak jako jsem já bez Tebe…"
574,Stvořitel,sobota 16. září 2017,"Jsi celý můj vesmír, celý svět
s Tebou se nechci dívat zpět

a s chutí ujídám z života koláče
stvořiteli dnů plných úsměvů
stvořiteli mých dnů bez pláče
mojí duše sladkých záchvěvů

když jsi blízko, tak mě neubývá
stvořiteli dnů, kdy jsem živá…."
575,V úplňku,úterý 5. září 2017,"Tancem pro dnešní noc je tango
Chtěla bych s Tebou tančit, víš?
Měsíc dnes dozraje jak mango
Jak zralé mango, když ho rozkrojíš"
576,Vyčkávání,pátek 15. září 2017,"Paprsky slunce do kůže si vpříst
a hladce klouzat po proudu
oděná do něhy jako spadlý list
hladinou řeky, jíž se nabídnu
Však zatím kráčím pouští dnů
jak karavana velbloudů…"
577,Z dávných dob,čtvrtek 7. září 2017,"Sny jsou hvězdy na noční obloze
šupiny na hladkých hřbetech ryb
sny voní babiččiným přehozem
přes postel z dob, kdy bylo líp"
578,Chvění,sobota 7. října 2017,"Jsou noci, kdy i tma se chvěje
má krev jak hřbety vln je zpěněná
já mířím k Tobě, do naděje
a cesta do světla je oděná"
579,Elegantní vesmír,středa 11. října 2017,"Budeme tak dlouho jenom ztroskotanci,
dokud do skládanky nezapadne jeden dílek
Vesmír je dokonalý ve své eleganci
Já nejsem fyzik, jsem jen snílek,

však tuším a někdy mívám trochu strach,
budoucnost vesmíru je ve hvězdách,

dokud vědci nezjistí a neřeknou to všem,
že láska je jeho skrytým rozměrem…"
580,Máky,středa 11. října 2017,"Stromy se zvolna halí do zlata
z drátů už zmizely i vlaštovčí fraky
je čas, kdy bývám k slzám dojatá
a nebe kvete jako vlčí máky…"
581,Platany,pátek 6. října 2017,"Když stýská se mi, až to bolí
za nocí vyjdu před náš dům
déšť vítám, na tvářích kapky solím
a vítr češe listí platanům

Brodím se záplavou, šlapu po té kráse
v rádiu předpověď ze sedliny věští
léto pomalu rozplývá se
tak, jako mizí slzy v dešti"
582,Síla,pátek 27. října 2017,"Mám v sobě sílu, kterou chci Tě
aby sis natrhal náruč plnou hvězd
vyzvednout k nebi jako dítě
a nebo Ti ty hvězdy shora snést

Já cítím sílu uvnitř mého srdce
jak roste naproti Tvým snům
jak jádro plodu ve skořápce, v slupce
křehké, však korunou pak sahá k oblakům"
583,Verše,pondělí 9. října 2017,"Verše psávám jako klavírista
mé prsty tančí v klávesách
s večerem pouštím je a jsem si jistá
tma s nocí hlásky učesá…"
584,Bez důvodu,pátek 24. listopadu 2017,"Láska má proti nám výhodu
někdy se bráníš a sám sobě lžeš
však láska často nedbá důvodů
a prší z nebe jako něžný déšť…"
585,Bolest,pátek 10. listopadu 2017,"Život vyvzdorovat stojí sílu
když osud sám se neumoudří
jak nepřítel když číhá v týlu
pak třeba je zapřáhnout bouři

přitáhnout otěže, osedlat a rychle zkrotit
chytit ji, když se prudce točí v polích
spojím se s Tebou všem živlům navzdory a proti
Miluji na Tobě všechno, co Tě bolí…"
586,Na křídlech,pátek 10. listopadu 2017,"Zvolna zakroužit na čapích křídlech
vysoko nad Tvým domem, já vím – nesmím
Jen hledím k mrakům, nádech, výdech
vzduchem se line sladká vůně cesmín

Den usnul, s otevřenýma očima sním
myslím, že není pro mne pomoci
Nad Tvým domem, to zcela jistě vím
na čapích křídlech dnes budu kroužit do noci"
587,Noční město,čtvrtek 30. listopadu 2017,"Světla aut za zimních večerů
svítí jak přístavy na Perlové řece
ulicí bloudím v rytmu srdce úderů
Občas jsou dny, kdy domů se mi nechce
propadám tmě, jejímu koncertu
nočnímu městu odezírám ze rtů…."
588,Poznání,středa 29. listopadu 2017,"Sedím tu, život říká mi: ""Pochop,
marná sláva, víš, někdy se stává,
že Láska není vítězný pochod
Láska je pokora.. a skloněná hlava…"
589,Proti proudu,pátek 10. listopadu 2017,"Duši rozepnout jako křídla
jak kabát, co nedá nadechnout
Běžet, aby krev v žilách nevystydla
na kraji louky boty zout

Zas vnímat každý úder srdce
a cítit všechny vůně, krásu
Jak dítě celý svět mít v ruce
vrátit se proti proudu času…"
590,Snídaně,neděle 5. listopadu 2017,"Chci s Tebou někdy posnídat
ráno dát kávu na podnos
a očima Ti něžně povídat
co za tajemství svěřila mi noc

Slyšet, že mě máš stále rád
vklouznout zpět do peřin provoněných
smát se a do uší nechat si pošeptat
kolik snů máš ještě rozesněných"
591,Běh,pátek 1. prosince 2017,"Je dáno každému svůj úděl nést
ač bychom chtěli tak velmi
nejtajnější znát tajemství hvězd
vesmírem s elegancí šelmy

tmou běžet a letět s lehkostí volavek
Cosi nás pohání jak štvance
dosáhnout na hvězdy zářící do dálek
v rytmu nekonečného tance…"
592,Bez hranic,sobota 2. prosince 2017,"Mistrále, divoký honče mraků
příteli jižních ptáků
tančívám podle Tvé píšťalky
letět tak s nimi… do dálky

Na vlnách nočního deště
už zase pluji, dumám, kam se dát
které tajemné cesty podniknout ještě
jak zpěněné hřbety vln osedlat

Ten svět je vesmírem mých zřítelnic
naše sny o hranicích neví nic…"
593,Skrýš,pátek 15. prosince 2017,"Budu teď upřímná, nebudu lhát
kde je má skrýš, co držím u ní stráž
Každou pusu, co nemůžu Ti dát
schovávám pro Tebe pod polštář"
594,Slunovrat,středa 20. prosince 2017,"Zítra je zimní slunovrat
je ticho. Zavírám oči, ptám se
jak je to dlouho, co máš mě rád?
Dotýkal ses mě v těžkých časech

Jak pečeť obtisknu si Tě do paměti
muž, s nímž se život ve vteřině prožije
s nímž slova sama skládají se do souvětí
svého Romea má najít každá Julie"
595,Vánoční cesta,neděle 24. prosince 2017,"Dnes s první vánoční hvězdou
která se rozzáří na plátně oblohy
která se vydá vesmírnou stezkou
zdánlivě bez mapy, plánu, bez předlohy

s tou první hvězdou mé srdce splašené
vydá se za Tebou do dálky nocí
černou tmu jasným ozáří plamenem,
v myšlenkách jsem s Tebou… o Vánocích"
596,Esperanto,neděle 14. ledna 2018,"Do černé noci náhle sněží
padají z mraků vločky jako sny
jak bílí koně bez otěží
konečně se Tě dotknu. Smím?

Sněhové hvězdy plné nadějí a krás
sypou se z nebeského polštáře
potichu usednou do našich řas
dlaní se dotýkáš mé tváře
…
Oči nám září podobné diamantům
v úsměvu – v něžném esperantu…"
597,Když mě líbáš,úterý 16. ledna 2018,"Když se mi díváš do očí, ztiším hlas
kdo ví, kterou mě život nechá žít z realit
když mě líbáš, tak toužím zastavit čas
a nebo aspoň zpomalit…."
598,Některé věci,pátek 9. února 2018,"Některé věci se nikdy nezmění
Tvůj něžný úsměv a Tvé oči
co září, i když je právě zatmění
mé srdce šťastné jak na kolotoči
Zbytečné zdržovat se se slovy
některé věci srdce prostě ví…"
599,Na dosah,čtvrtek 1. března 2018,"Měsíc dnes spěchá do úplňku
a zdá se být na dosah ruky
je na něm vidět každou skvrnku
myslím, že slyším jeho tiché zvuky

Stejně tak Ty jsi skoro na dotek
jako by byl ten Měsíc s Tebou spjat
čas vleče se jak starý líný šnek
jsi jako on blízko, já nesmím se Tě dotýkat…"
600,Srovnání,sobota 24. března 2018,"Základem je, co chceš, nikdy nevzdávat
ač pohrdání je někdy jak studený liják
jediný člověk, s kým má smysl se srovnávat
jsi jenom Ty a Tvoje včerejší já…"
601,Stroj času,neděle 25. března 2018,"Jednou se naučím cestovat časem
vrátím se proti jeho proudu
vrátím se pro Tebe ať bez pasu či s pasem
přijedu na motorce nebo třeba na velbloudu

Můžeme tančit, počítat hvězdy z pólů
anebo jen tak tiše zastavit
konečně prožijem celý náš život spolu
tolikrát, kolikrát budeme jen chtít…"
602,Zlomené srdce,středa 28. března 2018,"Jak bolí zlomené srdce?
Tolik, že uletí z těla
Duše jen nesměle šeptá
o tom, co by chtěla

Chci svoje srdce zpátky
však nacházím jen samé nuly
a marně hledám mezi řádky
city, které se rozplynuly…

Jak chutná zlomené srdce?
Maličko hořce a hodně slaně
Jsme odpovědní za toho,
koho k sobě připoutáme…"
603,Celý svět,neděle 29. dubna 2018,"Nosil už v srdci někdo Tvoje sny?
Miloval někdo Tvůj úsměv i smích?
Chtěla bych dnes jenom tiše Ti povědět:
V jediném Tvém pohledu je celý můj svět"
604,Le cœur a ses raisons que la raison ne comprends pas,sobota 7. dubna 2018,"Srdce nám do cesty strojí náhody
setkání, znamení, pohledy – to ono umí
Srdce má totiž své vlastní důvody
kterým náš rozum nerozumí…"
605,Porážka,sobota 28. dubna 2018,"Jak je to lehké,
když člověk je poražen
Bojem odkryto vše, co je křehké
a na dřeň je obnažen

To stává se, když v sobě
poslechne touhu odvěkou
To stává se člověku,
když pustí se příliš daleko…"
606,Tanec,pátek 27. dubna 2018,"Jak na hladině loď kolem bóje
tančím tanec uprostřed bouře
chci být Tvou lodí, chci být jen Tvoje
a Tebe prosím, buď moje moře"
607,Čáry,čtvrtek 24. května 2018,"Moje čáry na dlaních
s Tvými se mají protnout
zavírám oči, cítím mrazení
a zkouším se Tě dotknout…"
608,Nic,čtvrtek 17. května 2018,"Jednou z nás bude nic…
jen pára nad vodami
jen lehký prach, nic víc
každý sám za sebe a sami

Nad životem – nedopsaným papírem
nebudem si dál už dělat vrásky
a budou plout jenom tak vesmírem
naše plány, sny i naše lásky"
609,Podoby,sobota 19. května 2018,"Štěstí přichází v mnoha podobách
čtyřlístek složený ze srdcových lístků
nechat dny plynout v něžných hrách
sledovat otisky Tvých bosých nohou v písku

Třeba jen usmívat se očima
tak ještě chvíli drž mě za zápěstí
bez štítů, bez zbraní, klečím tady – já
drž mě pevně, ano, tak vypadá štěstí

Přichází jen tak… a v mnoha podobách –
polykám polibky, které jsem nestihla Ti dát
štěstí přichází v mnoha podobách
a kdo je umí rozpoznat?"
610,Rozsvítím,čtvrtek 31. května 2018,"Nemůžu rozsvítit Měsíc
Měsíc je jenom kus kamene
a hvězdy v dálce jsou hejna světlic
vznešené, žhavé, neměnné

Když jedeš klidnou tichou tmou
rozstvítím Slunce, ať na cestě Tě hlídá
vždycky jsem chtěla jen být Tvou
chránit Tě, skrýt Tě pod svá křídla

Když jedeš zase po cestách
noc za nocí a den za dnem
rozsvítím Slunce, neměj strach
v noci je Měsíc jeho zrcadlem"
611,Spíš,sobota 12. května 2018,"Vlci jak moje srdce vyjí na měsíc
vidím Tě jako včera, jak se usmíváš
po nocích scházíš mi stále víc a víc
a nevím, jestli tenhle můj stesk znáš

Když večer usínáš, když spíš
sny procházíš jak závěsy z krajky
v těch snech přijď, prosím, ke mně blíž
ve snech, kde sněží peří z rajky

Když spíš a spánku neznáš břehy
vzdouvá se v mém srdci oceán něhy"
612,Jen tak,středa 25. července 2018,"Život je krásný, když Tě má někdo rád
před kým smíš plakat a nebo se smát
Život je krásný, když někdo někde je
jeden Tvůj člověk, který Tě miluje…"
613,Když spíš,středa 18. července 2018,"Tvůj úsměv ve spánku
jak jemná kresba v křídlech motýlů
do dlaně dám Ti modrou čekanku
zároveň dělí nás a pojí tolik rozdílů
obloha je dnes plná beránků
jsou jako z vaty, jsou divocí a hnědoocí
obloha je dnes plná beránků
cos počítal, než vstoupí sny přes práh Tvé noci…"
614,Prázdniny,pátek 13. července 2018,"Vzduch voní prázdninami
je rozechvělý mihotáním hvězd
a nám přímo nad hlavami
náznaky milionů cest…

to do oblohy vyryté jsou dráhy létavic
nevím, co je prázdnin tajnou přísadou
jsou plné světla, nádechů z plných plic
jsou kouzelnou neoplocenou zahradou…"
615,Večerní,středa 25. července 2018,"Noc stahuje kol zahrad svoji smyčku
pod polštářem schovaný je nedosněný sen
zavírám oči pomalu, pomaličku…
vlaštovky spanilé nůžkama odstřihly den"
616,Déšť,pátek 10. srpna 2018,"Procházím se v dešti
Brouzdám v kalužích
Z šedivých mraků věštím
Kdo jednou ustele mi na růžích?

Déšť rozpouští zvolna slzy
Na chvíli skryje, co mě mrzí…"
617,Divný rok,pondělí 13. srpna 2018,"Letící chmýří nad stébly trávy
vůně letních jablek spadaných pod stromem
vlaštovky na drátech už týden mě zdraví
podivný rok v půli je rozlomen

váhavě přes plot utrhnu jeřabinu
tu červenou směrovku do podzimu…"
618,Hořký měsíc,čtvrtek 16. srpna 2018,"Někdy se zdá, že není úniku
když jsme každý jinde, oba sami
dnes budu s nocí v Zálivu básníků
potichu plavat pod hvězdami

u břehu přivázaných pár veslic…
budu jen já, moře a hořký měsíc…"
619,Krok sun krok...,sobota 11. srpna 2018,"Každou noc slyším tiché kroky
to Měsíc obchází náš dům
Mléčnou dráhou skáče přes potoky
potom zamíří k sousedům

a já tu čekám roky, dívám se na oblohu
když s Tebou nesmím být
jak ovečky počítám hvězdy, krotím touhu
krok sun krok zabíjím svůj cit…"
620,Přesýpání léta,pátek 31. srpna 2018,"Racek zakroužil nad mořem
sleduje rybí družiny
do svého lovu ponořen
křídlem se dotkl hladiny

poté, co zaměřil svůj cíl.
Rozčeřil vodu perutí tak jako sprška šípů
s elegancí, s lehkostí kroků víl.
Léto jak písek mezi prsty… sypu…"
621,Úsměv,čtvrtek 9. srpna 2018,"Jsi slaná kapka potu
Co stéká po mých zádech
Červená kytka v plotu
Jsi bublinky v žluté limonádě
Radost odložená na sobotu
A višeň v hořké čokoládě

A ještě jednu věc Ti povím:
Tvůj úsměv je prostě návykový…"
622,Černobílá,neděle 9. září 2018,"Těžko už tady něco změním
když poslední jizva do srdce se vryla
nemá smysl hledat, co dávno není
hledat tu tóninu, co kdysi byla
hledat cit v původním znění
láska je v podstatě přece jen černobílá
buď je anebo není…"
623,Líbej mě do snů,pondělí 10. září 2018,"Líbej mě do snů, když nejsi tu
od chvíle, kdys mě chytil za zápěstí
mám v srdci bolest, taky štěstí
a dál už neumím žít bez citů…"
624,Na dně,sobota 15. září 2018,"Dívám se občas na dno moře
když moje dobrá víla
myslívá na mě víc než spoře
když mě má hvězda opustila

Občas tam na dně moře za bezútěšných dnů
vídám začarované klenoty mých snů…"
625,Snadná věc,středa 12. září 2018,"Najednou mráz, najednou chladno
Ten, co Tvou lásku neunes
zlomí Ti srdce tak snadno
lehce jak kakaový keks…"
626,Umění,čtvrtek 13. září 2018,"Ozvěna kroků na dláždění
Náhle jsi pryč, ta prázdnota mě mučí
Loučení je umění,
kterému se nikdo dokonale nenaučí…"
627,Když jsem s Tebou,středa 24. října 2018,"Když jsme spolu, čas plyne kolem nás
na neviditelných perutích
vnímám jen známý tichý hlas
a Tvoji pusu s něžnou příchutí

Pohledy očí jsou vábničky
co lákají mne do osidel
stahují nenápadně svoje smyčky
čas klouže bez pohybu křídel

Tóny v Tvých slovech se chvějí
jak světélka na moři ozářeném měsícem
ze všech chvil tyhle mám nejraději
šťastná, že právě teď a tady jsem

Srdce mi prudce buší a potí se mi dlaně
divoce tluče v hrudi, však bez bolestí
jak někomu, kdo tváří v tvář stojí nečekaně
velkému nebezpečí anebo velikému štěstí"
628,Symboly,středa 24. října 2018,"Symboly lásky nakreslím na zástavu
jen podej mi obě ruce
a neztrácej, prosím, hlavu
stačí, když ztratíš srdce…"
629,Touhy,úterý 9. října 2018,"Vlastní srdce mě občas studí
těžké touhami jiného času
tlumeně buší mi v hrudi
v Tvé duši touží hledat spásu
nebo jen spadlou řasu
na kraji talíře s hvězdami
Vyběhnu do tmy na terasu
blikají nám nad hlavami
souhvězdí ze zlatých vlasů
víl, a Ty, nikdy ji nevídáš
dávno jsem uvízla v jejím lasu
jako já vůbec ji nevnímáš
tu v Tobě tichou dřímající krásu…"
630,Jak to je..?,pátek 2. listopadu 2018,"Den za dnem moje smysly vplétáš
do závojů šeptaných lichotek
sám se v nich ztrácíš, k mrakům vzlétáš
když svatý grál zdá se být na dotek

Důvěra láká ze skrýší tajemství
a dávné vzpomínky v paměti zasuté
o kterých jenom naše srdce ví
v novém světle teď berou mi dech

Láska není jen náklonnost k druhému
není to touha, není to jenom cit
je jediná a nepodobá se ničemu
láska je neschopnost bez toho druhého žít…"
631,Před usnutím...,čtvrtek 29. listopadu 2018,"Nechám si spadnout u košilky ramínko
zavřeš oči a já potom snáz
po Tvých dlaních půjdu pěšinkou
cesta je dlouhá, my máme čas
a až se venku bude stmívat
spi, moje Lásko, já se budu dívat…"
632,Jaký jsi?,neděle 9. prosince 2018,"Schovaná do řádků
čtu si Tě pozpátku
Jaký Tvůj hlas má vlastně zvuk?
Jaké sny jsi měl jako malý kluk?

Na kterém boku večer usínáš?
Jak moc mě vlastně znáš?
Kolik úsměvů pro mě asi máš
jestlipak se ještě někdy červenáš?"
633,K půlnoci,pondělí 31. prosince 2018,"Měsíc se v oknech zrcadlí
za chvíli obejde náš dům
půlnoc se přehoupne přes zábradlí
jak výpravčí dá zelenou snům

Ať v dalším roce najdeme, co zdá se ztracené
i když se život někdy vzpírá,
co nestihli jsme, v klidu doženem
naše naděje ať nikdy neumírá

Ať nedojde nám nikdy, nikdy dech
a časem plachtíme jak ptáci na křídlech…"
634,Letošní vánoční,sobota 22. prosince 2018,"Vánoce čisté jak sněhové vločky
hebké jak kožíšek kočky
co se za komínem prochází
příští rok prostý nesnází
plný nadějí a krásných chvil
všechny dny něžné jak kroky víl"
635,Zase láska,neděle 9. prosince 2018,"V noční tmě myšlenky a v nich náznak
poznání, v očích štěstí slzy
Láska je, světe, půvabný zázrak
Láska se nikdy neomrzí…"
636,Leden,pátek 25. ledna 2019,"Lednová obloha, když se rozpláče
vločky cukrují střechy jak koláče
pak toužím číst pár slov, pár řádků
které jak déšť z okvětních plátků
se snášejí do všedních dní
a do snů všech Julií…"
637,Naděje,sobota 19. ledna 2019,"Osud a hvězdy nic mi neprominou
chybí mi klid, chybí mi jistota
copak je pouze mojí vinou
že se tak klikatí stezky mého života
že moje cesta vede jen samou divočinou?

Okamžik spočinu, než dalších úkolů se zhostím
na chvíli vale dám chmurám
hned zase vyrazím plná pochybností
jak tenká pupeční šňůra
naděje pojí mě s budoucností"
638,Střela,čtvrtek 31. ledna 2019,"Jsem zbloudilá střela
která našla cíl
Tvou lásku bych chtěla
pumpuje sílu do mých žil
a moje srdce pro Tvé bije
jsem zbloudilá střela
jsem pusa od Julie"
639,Noční hlídka,čtvrtek 21. února 2019,"Dáváš mi pocit princezny
jsi statečným rytířem ze staré báje
Spi, budu hlídat Tvoje sny
celou noc budu je hlídat a uhlídám je …"
640,Tíha,čtvrtek 14. února 2019,"Uzounkou stezkou jdu, cestičkou pro pěší
se mnou jen bezmoc a vlastní nahota
víš, někdy bývá to nejtěžší
dotknout se vlastního života…"
641,Nakreslené srdce,čtvrtek 7. března 2019,"Všechny své slzy svážu do uzlíku
a hodím s nocí do plamene
až oprší naše srdce nakreslené
červenou křídou na chodníku"
642,Příběhy,pátek 15. března 2019,"Píšu vzkaz prstem na špinavou výlohu
podívej nahoru na modrou oblohu
je plná čar, tak jako naše dlaně
za Tebou kráčím pomalu, odhodlaně

Občas v mém malém příběhu
srdce mi buší, přidávám do běhu
k němuž mě svádí, nutí
záblesky pocitů, drobná ohlédnutí

Vzpomínky, letmé pohledy
probouzím zapomenuté vůně
svět náhle přestává být šedý
někdy se krásně srdce rozestůně

k oblakům vystoupá vzducholodí
a velké příběhy z malých se rodí…"
643,"Slova poezie, poezie slov",pátek 22. března 2019,"Nejsem básník a ani filozof
snažím se čmárat slova poezie
málokdy kouzlo se v nich skryje
Ty však znáš dobře poezii slov

Stačí, když řekneš jednu větu
rázem dáš smysl mému světu"
644,Čtení,pátek 5. dubna 2019,"Na lavičce, když čtu si příběhy
po uši ponořená do něhy
čekám, až mi vyznáš lásku
do otevřené knížky vložíš sedmikrásku"
645,Konečky prstů,sobota 27. dubna 2019,"Ještě si, prosím, chvíli hraj
s pramenem mých vlasů
říkej, že existuje ráj
než vrátím se zas do nečasů

Na rozepjatých křídlech
navštiv mě s nocí a chvíli postůj
Tvůj život…  vzdálený, až tají se mi dech
dotýkám se jen konečky svých prstů…"
646,O pampeliškách,středa 3. dubna 2019,"Když rozpustíš mi vlasy
jen přivřu víčka a za řasami
blýská se na lepší časy
své osudy splétáme si sami

v sladkém tušení skryté krásy
do tváře úsměv mi vplul
a trvá, hraje na přesčasy
v úsměvu smutek utonul

mé srdce hřeje se u Tebe na dlaních
v uších zní nejkrásnější hudba – Tvůj hlas a Tvůj smích"
647,Čtení,neděle 12. května 2019,"Tichá kadence větru zvenku
prostoupí jarní stmívání
květy ve váze ve výklenku
do hovoru jsme zabraní

Přivřené oči, ležíš na kanapi
předčítám z knížky Puškina
čas s Tebou tolik kvapí
vezmeš mě někdy do kina?"
648,Karamely,pátek 10. května 2019,"Znám všechny Tvé pihy zpaměti
svit ve Tvých očích, když jsi šťastný
šeptej mi pohádku před spaním jako dítěti
o lišce mazané všemi mastmi

O lišce, která plakala
když loučila se s Malým princem
bude už půlnoc bezmála
na nebi hvězdy – zlaté mince

Včerejšek odplouvá, aby se nevracel
kdybys mě zas někdy vidět chtěl
pozvi mě třeba jen na hrst karamel…"
